timestamp,asset,exchange,price,bid,ask,spread,volume,spread_avg_L20,spread_avg_L20_pct
2025-07-14T21:02:51.923077,BTC-USD,Coinbase,120190.295,120190.29,120190.3,0.010000000009313226,2.0483332599999997,23.84299999999348,0.019837708194320916
2025-07-14T21:02:52.881833,BTC-USD,Coinbase,120190.295,120190.29,120190.3,0.010000000009313226,2.0483332599999997,23.84299999999348,0.019837708194320916
2025-07-14T21:02:53.883346,BTC-USD,Coinbase,120190.295,120190.29,120190.3,0.010000000009313226,2.0483332599999997,23.84299999999348,0.019837708194320916
2025-07-14T21:02:54.897386,BTC-USD,Coinbase,120195.745,120195.74,120195.75,0.00999999999476131,3.6406849599999997,26.467000000018743,0.022019914265699457
2025-07-14T21:02:55.878519,BTC-USD,Coinbase,120195.745,120195.74,120195.75,0.00999999999476131,3.67179953,26.714500000001863,0.022225828376871298
2025-07-14T21:02:56.900279,BTC-USD,Coinbase,120195.745,120195.74,120195.75,0.00999999999476131,3.67179953,26.714500000001863,0.022225828376871298
2025-07-14T21:02:57.884548,BTC-USD,Coinbase,120195.745,120195.74,120195.75,0.00999999999476131,3.67179953,26.714500000001863,0.022225828376871298
2025-07-14T21:02:58.886381,BTC-USD,Coinbase,120217.805,120217.8,120217.81,0.00999999999476131,3.19480621,24.547999999995227,0.020419604234160844
2025-07-14T21:02:59.878713,BTC-USD,Coinbase,120217.805,120217.8,120217.81,0.00999999999476131,3.19480621,24.547999999995227,0.020419604234160844
2025-07-14T21:03:00.883203,BTC-USD,Coinbase,120217.805,120217.8,120217.81,0.00999999999476131,3.19480621,24.547999999995227,0.020419604234160844
